id,filename,image_url,title,author,category,auth_user,publisher,,
4952,1476709025.jpg,http://ecx.images-amazon.com/images/I/51jWV2iI1cL.jpg,The Summer's End (Lowcountry Summer),Mary Alice Monroe,22,8,Default Publisher,,
4953,B006CDONAC.jpg,http://ecx.images-amazon.com/images/I/516D12GDKEL.jpg,Let'S Play Pokemon (Pokemon (Wizards of the Coast)),Wizards Of The Coast,24,8,Default Publisher,,
4954,1596635053.jpg,http://ecx.images-amazon.com/images/I/411hKrRWDgL.jpg,Mystery Writing in a Nutshell,John McAleer,17,8,Default Publisher,,
4955,1593932723.jpg,http://ecx.images-amazon.com/images/I/51orOQvwK4L.jpg,Inside Seka,Seka,19,8,Default Publisher,,
4956,1606995006.jpg,http://ecx.images-amazon.com/images/I/61u-GUE2cWL.jpg,The Frank Book,Jim Woodring,5,8,Default Publisher,,
4957,0472067656.jpg,http://ecx.images-amazon.com/images/I/512Q6A3N7HL.jpg,"Before Motown: A History of Jazz in Detroit, 1920-60",Lars Bjorn,1,8,Default Publisher,,
4958,1500249734.jpg,http://ecx.images-amazon.com/images/I/51c8TkVROzL.jpg,Welcome to the Rollercoaster,D. D. Foster,18,8,Default Publisher,,
4959,1590211081.jpg,http://ecx.images-amazon.com/images/I/51cN4V3rbdL.jpg,Bearotica: Hot & Hairy Fiction,,22,8,Default Publisher,,
4960,0312925883.jpg,http://ecx.images-amazon.com/images/I/51j6auHaYCL.jpg,Not Without My Daughter,Betty Mahmoody,19,8,Default Publisher,,
4961,1476798605.jpg,http://ecx.images-amazon.com/images/I/51Zfad34yrL.jpg,Seekers: All That's Left (Star Trek: The Original Series),Dayton Ward,24,8,Default Publisher,,
4962,1514816237.jpg,http://ecx.images-amazon.com/images/I/41Q8txEkfpL.jpg,"I.M.E. Journal: Implementation, Manifestation, Elevation",Obioma Martin M.Ed,3,8,Default Publisher,,
4963,0865478767.jpg,http://ecx.images-amazon.com/images/I/41SYITaGVQL.jpg,Is That a Fish in Your Ear?: Translation and the Meaning of Everything,David Bellos,20,8,Default Publisher,,
4964,0071824413.jpg,http://ecx.images-amazon.com/images/I/51C%2BmWSgLjL.jpg,"McGraw-Hill Education MCAT 2 Full-length Practice Tests 2015, Cross-Platform Edition",George Hademenos,28,8,Default Publisher,,
4965,1634502361.jpg,http://ecx.images-amazon.com/images/I/41Bq6KlQM3L.jpg,"Almost Anywhere: Road Trip Ruminations on Love, Nature, National Parks, and Nonsense",Krista Schlyer,1,8,Default Publisher,,
4966,1937747506.jpg,http://ecx.images-amazon.com/images/I/61EwnsLiiXL.jpg,Adventure Motorcycle Calendar 2016,Lee Klancher,10,8,Default Publisher,,
4967,1849051992.jpg,http://ecx.images-amazon.com/images/I/51rpAnFlDmL.jpg,Spiritual Care at the End of Life: The Chaplain as a 'Hopeful Presence',Steve Nolan,25,8,Default Publisher,,
4968,1551523604.jpg,http://ecx.images-amazon.com/images/I/51OGQNAkumL.jpg,The 500 Years of Resistance Comic Book,Gord Hill,5,8,Default Publisher,,
4969,0062241478.jpg,http://ecx.images-amazon.com/images/I/5101oOjZgfL.jpg,Until I Say Good-Bye: My Year of Living with Joy,Susan Spencer-Wendel,1,8,Default Publisher,,
4970,0140434089.jpg,http://ecx.images-amazon.com/images/I/41ou6yfu1PL.jpg,The Moonstone (Penguin Classics),Wilkie Collins,17,8,Default Publisher,,
4971,0345540484.jpg,http://ecx.images-amazon.com/images/I/51Sc5J3MT7L.jpg,The Undying Legion: Crown & Key,Clay and Susan Griffith,24,8,Default Publisher,,
4972,0778317404.jpg,http://ecx.images-amazon.com/images/I/51eR9v8-toL.jpg,Shadow Study (Soulfinders),Maria V. Snyder,22,8,Default Publisher,,
4973,0195188195.jpg,http://ecx.images-amazon.com/images/I/511UTvpaaNL.jpg,Mastering Your Adult ADHD: A Cognitive-Behavioral Treatment Program Client Workbook (Treatments That Work),Steven A. Safren,18,8,Default Publisher,,
4974,0673363457.jpg,http://ecx.images-amazon.com/images/I/6108JP1BFBL.jpg,"Phonics Through Poetry: Teaching Phonemic Awareness Using Poetry, PreK-1",Babs Bell Hajdusiewicz,20,8,Default Publisher,,
4975,0500280983.jpg,http://ecx.images-amazon.com/images/I/41v%2BW1kIYgL.jpg,Representing Women,Linda Nochlin,19,8,Default Publisher,,
4976,0670873306.jpg,http://ecx.images-amazon.com/images/I/3122HAQ58HL.jpg,Quilt Engagement Calendar 1998,Cyril Nelson,3,8,Default Publisher,,
4977,0495244716.jpg,http://ecx.images-amazon.com/images/I/51kmXxMIueL.jpg,Steel Design,William T. Segui,10,8,Default Publisher,,
4978,1610729307.jpg,http://ecx.images-amazon.com/images/I/51JoPoRjK8L.jpg,TExES Health EC-12 (157) Secrets Study Guide: TExES Test Review for the Texas Examinations of Educator Standards (Mometrix Test Preparation),TExES Exam Secrets Test Prep Team,28,8,Default Publisher,,
4979,1607069644.jpg,http://ecx.images-amazon.com/images/I/51QQXj848iL.jpg,Velvet Volume 1 TP (Velvet Tp),Ed Brubaker,5,8,Default Publisher,,
4980,1556345291.jpg,http://ecx.images-amazon.com/images/I/41L5oAJW2fL.jpg,GURPS Traveller: Deck Plan 6 System Defense Boat,Steve Jackson Games,24,8,Default Publisher,,
4981,1497648610.jpg,http://ecx.images-amazon.com/images/I/51mUVqHiKUL.jpg,Rogue of Gor (Gorean Saga),John Norman,22,8,Default Publisher,,
4982,1936539411.jpg,http://ecx.images-amazon.com/images/I/51vRNLEfqDL.jpg,"The 5 Minute Motivator: Learn the Secrets to Success, Health, and Happiness",Eric Kaplan,25,8,Default Publisher,,
4983,0060164700.jpg,http://ecx.images-amazon.com/images/I/41Bte2teA4L.jpg,Encyclopedia of Bad Taste,Jane Stern,20,8,Default Publisher,,
4984,0800725107.jpg,http://ecx.images-amazon.com/images/I/51mFbv3jUPL.jpg,The Single Mom's Devotional: A Book of 52 Practical and Encouraging Devotions,Carol Floch,18,8,Default Publisher,,
4985,0451403878.jpg,http://ecx.images-amazon.com/images/I/51Tj4L9NtLL.jpg,Murder Machine (Onyx True Crime),Gene Mustain,1,8,Default Publisher,,
4986,6079377063.jpg,http://ecx.images-amazon.com/images/I/51k2P2RQelL.jpg,Los 7 habitos de la gente altamente efectiva. Edición conmemorativa 25 aniversario (Spanish Edition),Stephen R. Covey,19,8,Default Publisher,,
4987,B00VIKZFS8.jpg,http://ecx.images-amazon.com/images/I/618TJiOhT7L.jpg,Highland Passage,J.L. Jarvis,22,8,Default Publisher,,
4988,0771080875.jpg,http://ecx.images-amazon.com/images/I/511RzbnIjEL.jpg,A Nurse's Story,Tilda Shalof,17,8,Default Publisher,,
4989,1465040951.jpg,http://ecx.images-amazon.com/images/I/612Q7rP5BrL.jpg,"German Shepherds, For the Love of 2016 Deluxe",Browntrout Publishers,3,8,Default Publisher,,
4990,1560973099.jpg,http://ecx.images-amazon.com/images/I/51xz8fgxM2L.jpg,Lizard Zen,Vaughn Bode,5,8,Default Publisher,,
4991,1501033034.jpg,http://ecx.images-amazon.com/images/I/51Cmgei6AyL.jpg,The Claiming of Sabrina (Submissive Mermaids of Avalon in Erotic Captivity) (Volume 1),Bella Swann,22,8,Default Publisher,,
4992,0393933636.jpg,http://ecx.images-amazon.com/images/I/41P3cimXm6L.jpg,"The Norton Anthology of Western Literature, Vol. 2",,20,8,Default Publisher,,
4993,0765334240.jpg,http://ecx.images-amazon.com/images/I/51Y0ipj8AXL.jpg,Gideon Smith and the Mechanical Girl,David Barnett,24,8,Default Publisher,,
4994,1500734837.jpg,http://ecx.images-amazon.com/images/I/51S57hGoxUL.jpg,The Manifestation Manifesto: Amazing Techniques and Strategies to Attract the Life You Want - No Visualization Required,Forbes Robbins Blair,19,8,Default Publisher,,
4995,1783084898.jpg,http://ecx.images-amazon.com/images/I/41xXKGYdC4L.jpg,"Managing Climate Risks in Coastal Communities: Strategies for Engagement, Readiness and Adaptation (Anthem Environment and Sustainability)",Lawrence Susskind,10,8,Default Publisher,,
4996,1937707865.jpg,http://ecx.images-amazon.com/images/I/51QhjoUHeXL.jpg,GRE Number Properties (Manhattan Prep GRE Strategy Guides),Manhattan Prep,28,8,Default Publisher,,
4997,1514626896.jpg,http://ecx.images-amazon.com/images/I/41RDKAf2ZvL.jpg,Illuminati for Dummies: Cards Against Humanity: What you need to know,Brett Salisbury,1,8,Default Publisher,,
4998,1632170345.jpg,http://ecx.images-amazon.com/images/I/51zKfWk6OtL.jpg,The 52 Lists Project: A Year of Weekly Journaling Inspiration,Moorea Seal,25,8,Default Publisher,,
4999,0970060661.jpg,http://ecx.images-amazon.com/images/I/51Godec9QlL.jpg,Parenting Without Stress: How to Raise Responsible Kids While Keeping a Life of Your Own,Marvin Marshall,18,8,Default Publisher,,
5000,B015HTQES0.jpg,http://ecx.images-amazon.com/images/I/51hNEu63j2L.jpg,Flawed Heart: House of Obsidian Series #1,Bella Jewel,22,8,Default Publisher,,
5001,1593936850.jpg,http://ecx.images-amazon.com/images/I/514NKZ4jSXL.jpg,Porn King: The Autobiography of John C. Holmes,John Holmes,19,8,Default Publisher,,
5002,1907822577.jpg,http://ecx.images-amazon.com/images/I/516miuaKJ7L.jpg,"Mannerheim: President, Soldier, Spy",Jonathan Clements,1,8,Default Publisher,,
5003,1614035644.jpg,http://ecx.images-amazon.com/images/I/51kCK4gko7L.jpg,HSPT Practice Questions: HSPT Practice Tests & Exam Review for the High School Placement Test,HSPT Exam Secrets Test Prep Team,28,8,Default Publisher,,
5004,1477809783.jpg,http://ecx.images-amazon.com/images/I/51HbRcJhurL.jpg,Terms of Enlistment (Frontlines),Marko Kloos,24,8,Default Publisher,,
5005,1624381049.jpg,http://ecx.images-amazon.com/images/I/51LWXCgca7L.jpg,2016 Art of Lighthouses Wall Calendar,James McDonald,3,8,Default Publisher,,
5006,163215403X.jpg,http://ecx.images-amazon.com/images/I/5172XYb9z-L.jpg,Wayward Volume 2: Ties That Bind (Wayward Tp),Jim Zubkavich,5,8,Default Publisher,,
5007,0425275183.jpg,http://ecx.images-amazon.com/images/I/518Oh19OKFL.jpg,Deadline: A Virgil Flowers Novel,John Sandford,17,8,Default Publisher,,
5008,1402243057.jpg,http://ecx.images-amazon.com/images/I/51XIJ-v-2DL.jpg,The Well-Spoken Thesaurus: The Most Powerful Ways to Say Everyday Words and Phrases,Tom Heehler,20,8,Default Publisher,,
5009,0847699617.jpg,http://ecx.images-amazon.com/images/I/41KAHdlSbAL.jpg,Brahmin Prophet: Phillips Brooks and the Path of Liberal Protestantism,Gillis J. Harp,1,8,Default Publisher,,
5010,0801844428.jpg,http://ecx.images-amazon.com/images/I/41uad1j1iBL.jpg,Amish Society,John A. Hostetler,19,8,Default Publisher,,
5011,0385320159.jpg,http://ecx.images-amazon.com/images/I/51AngG6Ve6L.jpg,My Mother/My Self: The Daughter's Search for Identity,Nancy Friday,18,8,Default Publisher,,
5012,1476774250.jpg,http://ecx.images-amazon.com/images/I/51LmdLREfzL.jpg,Surviving Ice: A Novel (The Burying Water Series),K.A. Tucker,22,8,Default Publisher,,
5013,0062380443.jpg,http://ecx.images-amazon.com/images/I/51lb6nrQ1bL.jpg,One Hundred Years of Solitude slipcased edition,Gabriel Garcia Marquez,24,8,Default Publisher,,
5014,1514887118.jpg,http://ecx.images-amazon.com/images/I/41x37bO%2B-5L.jpg,New Jersey Firefighter Exam Review Guide,Lewis Morris,28,8,Default Publisher,,
5015,0486485803.jpg,http://ecx.images-amazon.com/images/I/51deIkHO8SL.jpg,Aircraft Structures (Dover Books on Aeronautical Engineering),David J. Peery,10,8,Default Publisher,,
5016,1401237479.jpg,http://ecx.images-amazon.com/images/I/51kTt-PtpBL.jpg,Joe the Barbarian,Grant Morrison,5,8,Default Publisher,,
5017,1402281005.jpg,http://ecx.images-amazon.com/images/I/51wGfzFWbrL.jpg,Confessions of a Bad Teacher: The Shocking Truth from the Front Lines of American Public Education,John Owens,1,8,Default Publisher,,
5018,1416295496.jpg,http://ecx.images-amazon.com/images/I/51Xbox21RYL.jpg,Soccer, The Original Extreme Sport 2015 Wall Calendar,Sellers Publishing Inc,Calendars,Default Publisher,,
5019,157685728X.jpg,http://ecx.images-amazon.com/images/I/61XELtPnlbL.jpg,California Police Officer Exam,LearningExpress LLC Editors,28,8,Default Publisher,,
5020,044022425X.jpg,http://ecx.images-amazon.com/images/I/41kPyLpHZSL.jpg,Drums of Autumn (Outlander),Diana Gabaldon,24,8,Default Publisher,,
5021,1939194237.jpg,http://ecx.images-amazon.com/images/I/51qODkZOMJL.jpg,Wishes,J. C. Owens,22,8,Default Publisher,,
5022,0826315569.jpg,http://ecx.images-amazon.com/images/I/51mnh%2Bh-NAL.jpg,The City of Women,Ruth Landes,19,8,Default Publisher,,
5023,B000SOOQ12.jpg,http://ecx.images-amazon.com/images/I/419xUq6ge1L.jpg,Civil War 1 2 3 4 5 6 7 1st Print Set (Civil War),MARK MILLAR,5,8,Default Publisher,,
5024,0800722159.jpg,http://ecx.images-amazon.com/images/I/41q7skzQPoL.jpg,Have a New Teenager by Friday: From Mouthy and Moody to Respectful and Responsible in 5 Days,Dr. Kevin Leman,18,8,Default Publisher,,
5025,0374531358.jpg,http://ecx.images-amazon.com/images/I/51WPO7meToL.jpg,"Gertrude Bell: Queen of the Desert, Shaper of Nations",Georgina Howell,1,8,Default Publisher,,
5026,0812540115.jpg,http://ecx.images-amazon.com/images/I/51XWleu5PlL.jpg,"The Wheel of Time, Boxed Set II, Books 4-6: The Shadow Rising, The Fires of Heaven, Lord of Chaos",Robert Jordan,24,8,Default Publisher,,
5027,0844209031.jpg,http://ecx.images-amazon.com/images/I/41Xdz4clwgL.jpg,In Other Words,Anne Bertram,20,8,Default Publisher,,
5028,1502747367.jpg,http://ecx.images-amazon.com/images/I/41dDdomJmcL.jpg,Tempting Ecstasy (The Guardians of the Realms) (Volume 4),Setta Jay,22,8,Default Publisher,,
5029,1508647941.jpg,http://ecx.images-amazon.com/images/I/51GuYiwHK7L.jpg,Girl on a Train,A J Waines,17,8,Default Publisher,,
5030,B006U2B4FC.jpg,http://ecx.images-amazon.com/images/I/41HBw-NT21L.jpg,Barron's PSAT/NMSQT 15th (fifteenth) edition,Sharon Weiner Green M.A.,28,8,Default Publisher,,
5031,0465097626.jpg,http://ecx.images-amazon.com/images/I/41ZxxJ3Kj1L.jpg,Curious: The Desire to Know and Why Your Future Depends On It,Ian Leslie,25,8,Default Publisher,,
5032,0470080248.jpg,http://ecx.images-amazon.com/images/I/41xpatPHaQL.jpg,Rocket Propulsion Elements,George P. Sutton,10,8,Default Publisher,,
5033,1416298967.jpg,http://ecx.images-amazon.com/images/I/51mD433Q5dL.jpg,Ultimate Sudoku 2016 Boxed/Daily Calendar,Conceptis Puzzles,3,8,Default Publisher,,
5034,0822333120.jpg,http://ecx.images-amazon.com/images/I/51qqJPVHBOL.jpg,Porn Studies,,19,8,Default Publisher,,
5035,158846203X.jpg,http://ecx.images-amazon.com/images/I/518YNDYCCML.jpg,Mummy: The Resurrection (World of Darkness),Andrew Bates,24,8,Default Publisher,,
5036,0446573302.jpg,http://ecx.images-amazon.com/images/I/41OTc6RfP%2BL.jpg,Born of Silence (The League),Sherrilyn Kenyon,22,8,Default Publisher,,
5037,098935590X.jpg,http://ecx.images-amazon.com/images/I/51qZRmPATpL.jpg,The Posterchildren: Origins (Volume 1),Kitty Burroughs,24,8,Default Publisher,,
5038,1484050339.jpg,http://ecx.images-amazon.com/images/I/51OnVSlxbFL.jpg,10 Ways to Improve Relationships With Your Step-Teenagers (The Accidental Parent) (Volume 1),Angela Whitlock,18,8,Default Publisher,,
5039,1447954203.jpg,http://ecx.images-amazon.com/images/I/413sh7mMznL.jpg,Longman Dictionary of Contemporary English (Paper and Online Access) (6th Edition),Pearson Education,20,8,Default Publisher,,
5040,1400077532.jpg,http://ecx.images-amazon.com/images/I/51Z7ku6pZDL.jpg,Joseph Smith: Rough Stone Rolling,Richard Lyman Bushman,1,8,Default Publisher,,
5041,0931674921.jpg,http://ecx.images-amazon.com/images/I/41ueazJeJmL.jpg,I'm Not Too Busy,Jodi Hills,25,8,Default Publisher,,
5042,0151007152.jpg,http://ecx.images-amazon.com/images/I/51Op4cGrL-L.jpg,Cautionary Tales for Children,Hilaire Belloc,5,8,Default Publisher,,
5043,1438005725.jpg,http://ecx.images-amazon.com/images/I/51lW-RtYL0L.jpg,"Pass Key to the GRE, 8th Edition (Barron's Pass Key to the Gre)",Sharon Weiner Green M.A.,28,8,Default Publisher,,
5044,0806984600.jpg,http://ecx.images-amazon.com/images/I/51zgcpMruTL.jpg,"Romans, Goths, and Huns (Wargaming in History Series)",Simon MacDowall,24,8,Default Publisher,,
5045,9264140158.jpg,http://ecx.images-amazon.com/images/I/51HZcc7ty%2BL.jpg,"Electric Vehicles: Technology, Performance and Potential",International Energy Agency,10,8,Default Publisher,,
5046,1400032814.jpg,http://ecx.images-amazon.com/images/I/51vyqFGX0QL.jpg,Diary: A Novel,Chuck Palahniuk,17,8,Default Publisher,,
5047,0800722825.jpg,http://ecx.images-amazon.com/images/I/51WVOYCsydL.jpg,Gone without a Trace: A Novel (Logan Point),Patricia Bradley,22,8,Default Publisher,,
5048,0199812098.jpg,http://ecx.images-amazon.com/images/I/418zJ1QUx-L.jpg,"Where the Conflict Really Lies: Science, Religion, and Naturalism",Alvin Plantinga,19,8,Default Publisher,,
5049,1441317880.jpg,http://ecx.images-amazon.com/images/I/51NeecCFvPL.jpg,"2016 Contemporary Butterflies Weekly Planner (16-Month Engagement Calendar, Diary)",Peter Pauper Press,3,8,Default Publisher,,
5050,092927976X.jpg,http://ecx.images-amazon.com/images/I/41WqStCRgDL.jpg,Crying Freeman Graphic Novel: Shades of Death Part 2,Kazuo Koike,5,8,Default Publisher,,
5051,0528857800.jpg,http://ecx.images-amazon.com/images/I/51z71Uxb2vL.jpg,Rand McNally Easy To Fold: Texas,Rand McNally,20,8,Default Publisher,,
5052,1941743269.jpg,http://ecx.images-amazon.com/images/I/51pTgR9kqxL.jpg,PSAT Study Guide 2015: PSAT Test Prep and Practice Questions,PSAT Study Guide 2015 Team,28,8,Default Publisher,,
5053,0557036690.jpg,http://ecx.images-amazon.com/images/I/416uqcdJWIL.jpg,The Only Handwriting Analysis Book You Will Ever Need,Treyce Montoya,25,8,Default Publisher,,
5054,1936413485.jpg,http://ecx.images-amazon.com/images/I/510XZoT2MRL.jpg,"Come Back: Dirty, Dark, and Deadly #2 (Volume 2)",J A Huss,22,8,Default Publisher,,
5055,0807001546.jpg,http://ecx.images-amazon.com/images/I/411vFXivT2L.jpg,Pornland: How Porn Has Hijacked Our Sexuality,Gail Dines,19,8,Default Publisher,,
5056,1782530088.jpg,http://ecx.images-amazon.com/images/I/51v9FbRfrxL.jpg,Warhammer: High Elves,Matthew Ward,24,8,Default Publisher,,
5057,163036004X.jpg,http://ecx.images-amazon.com/images/I/61iifcogbzL.jpg,Sci-Fi 2015 Vintage Calendar,Asgard Press,3,8,Default Publisher,,
5058,0133915425.jpg,http://ecx.images-amazon.com/images/I/51c5tpMjjDL.jpg,Engineering Mechanics: Statics & Dynamics (14th Edition),Russell C. Hibbeler,10,8,Default Publisher,,
5059,1930448155.jpg,http://ecx.images-amazon.com/images/I/51pH%2BgYRGGL.jpg,The Calorie King Food & Exercise Journal,Alan Borushek,18,8,Default Publisher,,
5060,0785149317.jpg,http://ecx.images-amazon.com/images/I/51Z1Ktsx4-L.jpg,Dark Tower: The Gunslinger - The Little Sisters of Eluria,Stephen King,5,8,Default Publisher,,
5061,1616144629.jpg,http://ecx.images-amazon.com/images/I/518lzjFtU7L.jpg,The Well-Spoken Woman: Your Guide to Looking and Sounding Your Best,Christine K. Jahnke,20,8,Default Publisher,,
5062,0345290755.jpg,http://ecx.images-amazon.com/images/I/51S3VGiSN3L.jpg,Once Upon a Galaxy: A Journal of the Making of The Empire Strikes Back,Alan Arnold,24,8,Default Publisher,,
5063,B00YYIUQBC.jpg,http://ecx.images-amazon.com/images/I/51nYpNHFLCL.jpg,Norse Jewel: Entangled Scandalous,Gina Conkle,22,8,Default Publisher,,
5064,0393936848.jpg,http://ecx.images-amazon.com/images/I/51G1tVc-fmL.jpg,Governing Texas (Second Edition) (Newest Edition),Anthony Champagne,19,8,Default Publisher,,
5065,0735578427.jpg,http://ecx.images-amazon.com/images/I/517UxUGaPxL.jpg,If I Don't Pass the Bar I'll Die: 73 Ways to Keep Stress and Worry from Affecting Your Performance on the Bar Exam,Rosemary La Puma,28,8,Default Publisher,,
5066,B004J691QU.jpg,http://ecx.images-amazon.com/images/I/51xS2t1%2BRrL.jpg,Time Before Midnight,L. A. Wilson,17,8,Default Publisher,,
5067,0805075909.jpg,http://ecx.images-amazon.com/images/I/51EzNCX5hRL.jpg,"Time Management from the Inside Out, Second Edition: The Foolproof System for Taking Control of Your Schedule -- and Your Life",Julie Morgenstern,25,8,Default Publisher,,
5068,178208455X.jpg,http://ecx.images-amazon.com/images/I/61-4G-R0XWL.jpg,Horses Calendar - 2016 Wall calendars - Animal Calendar - Monthly Wall Calendar by Avonside,MegaCalendars,3,8,Default Publisher,,
5069,0765326159.jpg,http://ecx.images-amazon.com/images/I/51IY35jIGxL.jpg,Wild Cards I,Wild Cards Trust,24,8,Default Publisher,,
5070,B015770IC0.jpg,http://ecx.images-amazon.com/images/I/514o-fzwhQL.jpg,"Carnal Risk: Club Altura Romance, Book 1",Kym Grosso,22,8,Default Publisher,,
5071,0312040806.jpg,http://ecx.images-amazon.com/images/I/51bxo-0sbCL.jpg,The Poetry of Survival: Post-War Poets of Central and Eastern Europe,,10,8,Default Publisher,,
5072,0792283090.jpg,http://ecx.images-amazon.com/images/I/510cRC-bxpL.jpg,World Decorator [Laminated] (National Geographic Reference Map),National Geographic Maps - Reference,20,8,Default Publisher,,
5073,0544103440.jpg,http://ecx.images-amazon.com/images/I/51Bfb2vFPYL.jpg,To the End of June: The Intimate Life of American Foster Care,Cris Beam,18,8,Default Publisher,,
5074,1607069458.jpg,http://ecx.images-amazon.com/images/I/512%2BUBiq1HL.jpg,Rat Queens Volume 1: Sass & Sorcery TP,Kurtis J. Wiebe,5,8,Default Publisher,,
5075,0449908704.jpg,http://ecx.images-amazon.com/images/I/51k5ddZnVhL.jpg,The Best and the Brightest,David Halberstam,19,8,Default Publisher,,
5076,0026533839.jpg,http://ecx.images-amazon.com/images/I/51bLkNG8thL.jpg,"Responsible Driving Student Edition, Softcover",McGraw-Hill Education,28,8,Default Publisher,,
5077,1515199738.jpg,http://ecx.images-amazon.com/images/I/51zIIB5uGdL.jpg,Training of Inferior East Asian women: PART II of Confessions of Submissive East Asian women,Jennifer Suzuki,22,8,Default Publisher,,
5078,1572242205.jpg,http://ecx.images-amazon.com/images/I/51N4NHZHvjL.jpg,The Anger Control Workbook,Matthew McKay,25,8,Default Publisher,,
5079,9400991495.jpg,http://ecx.images-amazon.com/images/I/41%2BTyqo9WZL.jpg,B.M. Fraeijs De Veubeke Memorial Volume of Selected Papers,,10,8,Default Publisher,,
5080,0300171307.jpg,http://ecx.images-amazon.com/images/I/41ZcotjGimL.jpg,Why Translation Matters (Why X Matters Series),Edith Grossman,20,8,Default Publisher,,
5081,1770461515.jpg,http://ecx.images-amazon.com/images/I/61S-PkC-YfL.jpg,Showa 1939-1944: A History of Japan (Showa: A History of Japan),Shigeru Mizuki,5,8,Default Publisher,,
5082,1419717219.jpg,http://ecx.images-amazon.com/images/I/613S6K5NrDL.jpg,Chihuly 2016 Weekly Planner,Dale Chihuly,3,8,Default Publisher,,
5083,0310267145.jpg,http://ecx.images-amazon.com/images/I/51ZY4zmoa5L.jpg,"How to Have That Difficult Conversation You've Been Avoiding: With Your Spouse, Adult Child, Boss, Coworker, Best Friend, Parent, or Someone You're Dating",Henry Cloud,18,8,Default Publisher,,
5084,0374119163.jpg,http://ecx.images-amazon.com/images/I/41M6W8W27SL.jpg,Letters to a Young Novelist,Mario Vargas Llosa,24,8,Default Publisher,,
5085,0230201539.jpg,http://ecx.images-amazon.com/images/I/51FtKYeC9jL.jpg,The Historical Turn in Analytic Philosophy (History of Analytic Philosophy),Erich H. Reck,19,8,Default Publisher,,
5086,1608204146.jpg,http://ecx.images-amazon.com/images/I/51AWUQ90m1L.jpg,Six Degrees of Lust (By Degrees),Taylor V. Donovan,22,8,Default Publisher,,
5087,0756614155.jpg,http://ecx.images-amazon.com/images/I/51CKFIhUzuL.jpg,First Nature Encyclopedia (Dk First Reference),DK,20,8,Default Publisher,,
5088,1743313489.jpg,http://ecx.images-amazon.com/images/I/51bYH3ggcRL.jpg,If I Tell You . . . I'll Have to Kill You: Australia's Leading Crime Writers Reveal Their Secrets,,17,8,Default Publisher,,
5089,1611030102.jpg,http://ecx.images-amazon.com/images/I/51GiOQ0XqbL.jpg,Police Officer Exam,Editors Of Learningexpress LLC,28,8,Default Publisher,,
5090,1617915246.jpg,http://ecx.images-amazon.com/images/I/51-B7V28hmL.jpg,Speed Calendar - 2016 Wall Calendars - Racing Calendar - Race Car Calendar - Monthly Wall Calendar by Magnum,MegaCalendars,3,8,Default Publisher,,
5091,1606998625.jpg,http://ecx.images-amazon.com/images/I/51TnmYL0v%2BL.jpg,Forty Whacks And Other Stories (The EC Comics Library),Jack Kamen,5,8,Default Publisher,,
5092,0811868842.jpg,http://ecx.images-amazon.com/images/I/41I2PlNFeXL.jpg,My Quotable Kid: A Parents' Journal of Unforgettable Quotes,Chronicle Books,18,8,Default Publisher,,
5093,1781846073.jpg,http://ecx.images-amazon.com/images/I/51CNThRopWL.jpg,Emergency Servicing,Eleanor Bruce,22,8,Default Publisher,,
5094,0123973082.jpg,http://ecx.images-amazon.com/images/I/51ypshZB-vL.jpg,General Aviation Aircraft Design: Applied Methods and Procedures,Snorri Gudmundsson,10,8,Default Publisher,,
5095,0780800982.jpg,http://ecx.images-amazon.com/images/I/41Q1PA4ER1L.jpg,"Pronouncing dictionary of proper names : pronunciations for more than 28,000 proper names, selected for currency, frequency, or difficulty of pronunciation",,20,8,Default Publisher,,
5096,0385346824.jpg,http://ecx.images-amazon.com/images/I/51f075OVdLL.jpg,Ex-Communication: A Novel (Ex-Heroes),Peter Clines,24,8,Default Publisher,,
5097,0199543976.jpg,http://ecx.images-amazon.com/images/I/31V8QVFe4lL.jpg,The Problem of Evil,Peter van Inwagen,19,8,Default Publisher,,
5098,1502728559.jpg,http://ecx.images-amazon.com/images/I/513LJgMZX%2BL.jpg,Color Your Message: The Art of Digital Marketing & Social Media,Lisa Caprelli,25,8,Default Publisher,,
5099,1421569078.jpg,http://ecx.images-amazon.com/images/I/51%2BF2%2BIIRtL.jpg,"Monster, Vol. 2: The Perfect Edition",Naoki Urasawa,5,8,Default Publisher,,
5100,1625231393.jpg,http://ecx.images-amazon.com/images/I/51n1e3vMiBL.jpg,"Kaplan ASVAB 2016 Strategies, Practice, and Review with 4 Practice Tests: Book + Online (Kaplan Test Prep)",Kaplan,28,8,Default Publisher,,
5101,0071750177.jpg,http://ecx.images-amazon.com/images/I/51e1OHwgY2L.jpg,Perfecting Your English Pronunciation with DVD,Susan Cameron,20,8,Default Publisher,,
5102,0802717373.jpg,http://ecx.images-amazon.com/images/I/41eirs%2BPINL.jpg,The Good Book: A Humanist Bible,A. C. Grayling,19,8,Default Publisher,,
5103,1613251726.jpg,http://ecx.images-amazon.com/images/I/515rmWMn8%2BL.jpg,Trans Am & Firebird Restoration: 1970-1/2 - 1981 (Restoration How-to),Melvin Benzaquen,10,8,Default Publisher,,
5104,0525472797.jpg,http://ecx.images-amazon.com/images/I/41PFXDSQB0L.jpg,Winnie-The-Pooh's 2005 Wall Calendar,A. A. Milne,3,8,Default Publisher,,
